"OID_","Value","Count","cntys_svi_wfp_metrics_clip_raster","whp2020_cls_conus","GEOID","NAME","weighted_wfhp"
7972,7972,19369,1070,3,"08083","Montezuma",2.8450086880293
7973,7973,16536,1070,4,"08083","Montezuma",2.8450086880293
7974,7974,8198,1070,NA,"08083","Montezuma",2.8450086880293
7975,7975,628,223,5,"08111","San Juan",2.17788321874697
7976,7976,17655,1070,2,"08083","Montezuma",2.8450086880293
7977,7977,7356,1070,1,"08083","Montezuma",2.8450086880293
7978,7978,2965,1070,5,"08083","Montezuma",2.8450086880293
7979,7979,1134,1624,5,"08053","Hinsdale",2.22874447442448
7980,7980,392,1070,NA,"08083","Montezuma",2.8450086880293
7981,7981,3720,196,5,"08067","La Plata",3.06510138740662
7982,7982,19931,196,3,"08067","La Plata",3.06510138740662
7983,7983,17730,196,4,"08067","La Plata",3.06510138740662
7984,7984,6671,196,1,"08067","La Plata",3.06510138740662
7985,7985,8168,196,2,"08067","La Plata",3.06510138740662
7986,7986,373,196,NA,"08067","La Plata",3.06510138740662
7987,7987,3785,196,NA,"08067","La Plata",3.06510138740662
7988,7988,97889,1261,2,"04005","Coconino",2.2963241166516
7989,7989,250430,1261,1,"04005","Coconino",2.2963241166516
7990,7990,63558,1261,3,"04005","Coconino",2.2963241166516
7991,7991,92975,1261,NA,"04005","Coconino",2.2963241166516
7992,7992,114434,1261,4,"04005","Coconino",2.2963241166516
7993,7993,1571,1261,NA,"04005","Coconino",2.2963241166516
7994,7994,42151,1261,5,"04005","Coconino",2.2963241166516
7995,7995,12398,1478,3,"08007","Archuleta",3.05812635046959
7996,7996,6936,1478,1,"08007","Archuleta",3.05812635046959
7997,7997,20085,1478,4,"08007","Archuleta",3.05812635046959
7998,7998,1276,1478,5,"08007","Archuleta",3.05812635046959
7999,7999,6048,1478,2,"08007","Archuleta",3.05812635046959
8000,8000,360,1478,NA,"08007","Archuleta",3.05812635046959
8001,8001,45761,502,NA,"04017","Navajo",1.73913919967745
8002,8002,212966,502,1,"04017","Navajo",1.73913919967745
8003,8003,1058,1478,NA,"08007","Archuleta",3.05812635046959
8004,8004,29195,502,2,"04017","Navajo",1.73913919967745
8005,8005,11308,502,3,"04017","Navajo",1.73913919967745
8006,8006,190908,2482,1,"04001","Apache",1.81430945682262
8007,8007,808,2482,NA,"04001","Apache",1.81430945682262
8008,8008,45184,2482,NA,"04001","Apache",1.81430945682262
8009,8009,506,502,NA,"04017","Navajo",1.73913919967745
8010,8010,82819,2482,2,"04001","Apache",1.81430945682262
8011,8011,98416,1745,1,"35045","San Juan",1.49805542856764
8012,8012,44689,1745,NA,"35045","San Juan",1.49805542856764
8013,8013,31104,1745,2,"35045","San Juan",1.49805542856764
8014,8014,1145,1745,NA,"35045","San Juan",1.49805542856764
8015,8015,20170,1745,3,"35045","San Juan",1.49805542856764
8016,8016,1243,1745,4,"35045","San Juan",1.49805542856764
8017,8017,45034,2482,3,"04001","Apache",1.81430945682262
8018,8018,1471,2117,NA,"35039","Rio Arriba",2.87812413336771
8019,8019,51829,2117,3,"35039","Rio Arriba",2.87812413336771
8020,8020,47983,2117,4,"35039","Rio Arriba",2.87812413336771
8021,8021,50069,2117,2,"35039","Rio Arriba",2.87812413336771
8022,8022,33569,2117,1,"35039","Rio Arriba",2.87812413336771
8023,8023,22087,2117,5,"35039","Rio Arriba",2.87812413336771
8024,8024,2476,2117,NA,"35039","Rio Arriba",2.87812413336771
8025,8025,21092,2482,4,"04001","Apache",1.81430945682262
8026,8026,67685,2127,2,"04025","Yavapai",2.59427248038841
8027,8027,68787,2127,1,"04025","Yavapai",2.59427248038841
8028,8028,74446,2127,3,"04025","Yavapai",2.59427248038841
8029,8029,10700,2127,NA,"04025","Yavapai",2.59427248038841
8030,8030,59348,854,1,"35043","Sandoval",2.05440913846953
8031,8031,4524,854,NA,"35043","Sandoval",2.05440913846953
8032,8032,30319,854,2,"35043","Sandoval",2.05440913846953
8033,8033,40836,2127,4,"04025","Yavapai",2.59427248038841
8034,8034,17689,854,3,"35043","Sandoval",2.05440913846953
8035,8035,10690,854,4,"35043","Sandoval",2.05440913846953
8036,8036,336,854,NA,"35043","Sandoval",2.05440913846953
8037,8037,40085,2096,2,"35031","McKinley",1.57648590401383
8038,8038,110375,2096,1,"35031","McKinley",1.57648590401383
8039,8039,10692,2096,NA,"35031","McKinley",1.57648590401383
8040,8040,31767,2096,3,"35031","McKinley",1.57648590401383
8041,8041,333,2096,NA,"35031","McKinley",1.57648590401383
8042,8042,591,2096,4,"35031","McKinley",1.57648590401383
8043,8043,406,2127,NA,"04025","Yavapai",2.59427248038841
8044,8044,25888,2127,5,"04025","Yavapai",2.59427248038841
8045,8045,40816,502,4,"04017","Navajo",1.73913919967745
8046,8046,13266,502,5,"04017","Navajo",1.73913919967745
8047,8047,62411,880,2,"35006","Cibola",1.85159266250551
8048,8048,32900,880,3,"35006","Cibola",1.85159266250551
8049,8049,56308,880,1,"35006","Cibola",1.85159266250551
8050,8050,197,880,NA,"35006","Cibola",1.85159266250551
8051,8051,422,880,4,"35006","Cibola",1.85159266250551
8052,8052,9141,880,NA,"35006","Cibola",1.85159266250551
8053,8053,14143,2621,1,"35001","Bernalillo",1.87030394037986
8054,8054,13384,2621,2,"35001","Bernalillo",1.87030394037986
8055,8055,5414,2621,NA,"35001","Bernalillo",1.87030394037986
8056,8056,7389,2621,3,"35001","Bernalillo",1.87030394037986
8057,8057,10,2290,5,"04012","La Paz",1.14924499434577
8058,8058,1045,2621,4,"35001","Bernalillo",1.87030394037986
8059,8059,47710,1658,4,"04007","Gila",4.03894747191702
8060,8060,6581,1658,NA,"04007","Gila",4.03894747191702
8061,8061,8388,1658,2,"04007","Gila",4.03894747191702
8062,8062,65767,1658,5,"04007","Gila",4.03894747191702
8063,8063,893,1658,1,"04007","Gila",4.03894747191702
8064,8064,39974,1658,3,"04007","Gila",4.03894747191702
8065,8065,19966,3025,2,"35061","Valencia",1.6752054948767
8066,8066,13566,3025,1,"35061","Valencia",1.6752054948767
8067,8067,2275,3025,NA,"35061","Valencia",1.6752054948767
8068,8068,1956,3025,3,"35061","Valencia",1.6752054948767
8069,8069,101,2621,NA,"35001","Bernalillo",1.87030394037986
8070,8070,36,3025,4,"35061","Valencia",1.6752054948767
8071,8071,133,3025,NA,"35061","Valencia",1.6752054948767
8072,8072,1036,1658,NA,"04007","Gila",4.03894747191702
8073,8073,39590,31,1,"35003","Catron",3.31049677648188
8074,8074,26759,31,2,"35003","Catron",3.31049677648188
8075,8075,6454,31,NA,"35003","Catron",3.31049677648188
8076,8076,133090,822,1,"04013","Maricopa",1.84007756580261
8077,8077,81763,822,2,"04013","Maricopa",1.84007756580261
8078,8078,47568,31,3,"35003","Catron",3.31049677648188
8079,8079,50648,822,3,"04013","Maricopa",1.84007756580261
8080,8080,46121,822,NA,"04013","Maricopa",1.84007756580261
8081,8081,7527,822,4,"04013","Maricopa",1.84007756580261
8082,8082,99,31,NA,"35003","Catron",3.31049677648188
8083,8083,7508,822,5,"04013","Maricopa",1.84007756580261
8084,8084,34151,1185,2,"35053","Socorro",1.78575957727873
8085,8085,16270,1185,3,"35053","Socorro",1.78575957727873
8086,8086,143434,1185,1,"35053","Socorro",1.78575957727873
8087,8087,8286,1185,NA,"35053","Socorro",1.78575957727873
8088,8088,12739,2482,5,"04001","Apache",1.81430945682262
8089,8089,71108,31,4,"35003","Catron",3.31049677648188
8090,8090,813,1185,NA,"35053","Socorro",1.78575957727873
8091,8091,1123,822,NA,"04013","Maricopa",1.84007756580261
8092,8092,21225,1185,4,"35053","Socorro",1.78575957727873
8093,8093,54620,31,5,"35003","Catron",3.31049677648188
8094,8094,12020,1185,5,"35053","Socorro",1.78575957727873
8095,8095,16319,821,3,"04011","Greenlee",3.07866457479292
8096,8096,10917,821,2,"04011","Greenlee",3.07866457479292
8097,8097,6302,821,NA,"04011","Greenlee",3.07866457479292
8098,8098,11602,821,4,"04011","Greenlee",3.07866457479292
8099,8099,75691,394,2,"04021","Pinal",2.49082503640389
8100,8100,52867,394,3,"04021","Pinal",2.49082503640389
8101,8101,21790,394,NA,"04021","Pinal",2.49082503640389
8102,8102,8215,394,5,"04021","Pinal",2.49082503640389
8103,8103,12524,394,4,"04021","Pinal",2.49082503640389
8104,8104,11214,821,5,"04011","Greenlee",3.07866457479292
8105,8105,227,394,NA,"04021","Pinal",2.49082503640389
8106,8106,28333,1718,4,"04009","Graham",2.83033391153513
8107,8107,37186,1718,3,"04009","Graham",2.83033391153513
8108,8108,9225,821,1,"04011","Greenlee",3.07866457479292
8109,8109,21165,1718,5,"04009","Graham",2.83033391153513
8110,8110,42980,1718,2,"04009","Graham",2.83033391153513
8111,8111,7719,1718,NA,"04009","Graham",2.83033391153513
8112,8112,19641,394,1,"04021","Pinal",2.49082503640389
8113,8113,323,1718,NA,"04009","Graham",2.83033391153513
8114,8114,27144,1718,1,"04009","Graham",2.83033391153513
8115,8115,55,821,NA,"04011","Greenlee",3.07866457479292
8116,8116,12504,2824,5,"35051","Sierra",1.81911969392822
8117,8117,12897,2824,4,"35051","Sierra",1.81911969392822
8118,8118,8739,2824,3,"35051","Sierra",1.81911969392822
8119,8119,10927,2824,2,"35051","Sierra",1.81911969392822
8120,8120,5711,2824,NA,"35051","Sierra",1.81911969392822
8121,8121,97906,2824,1,"35051","Sierra",1.81911969392822
8122,8122,1888,2824,NA,"35051","Sierra",1.81911969392822
8123,8123,23103,776,4,"35017","Grant",2.83752228633331
8124,8124,20833,776,3,"35017","Grant",2.83752228633331
8125,8125,25788,776,5,"35017","Grant",2.83752228633331
8126,8126,33072,776,1,"35017","Grant",2.83752228633331
8127,8127,30133,776,2,"35017","Grant",2.83752228633331
8128,8128,7896,776,NA,"35017","Grant",2.83752228633331
8129,8129,118,776,NA,"35017","Grant",2.83752228633331
8130,8130,155136,879,1,"04019","Pima",1.91026839749214
8131,8131,14103,879,NA,"04019","Pima",1.91026839749214
8132,8132,45333,879,3,"04019","Pima",1.91026839749214
8133,8133,76291,879,2,"04019","Pima",1.91026839749214
8134,8134,24834,879,4,"04019","Pima",1.91026839749214
8135,8135,63,879,NA,"04019","Pima",1.91026839749214
8136,8136,10704,879,5,"04019","Pima",1.91026839749214
8137,8137,48278,1067,1,"35023","Hidalgo",1.93558527858238
8138,8138,35131,1067,2,"35023","Hidalgo",1.93558527858238
8139,8139,6238,1067,4,"35023","Hidalgo",1.93558527858238
8140,8140,4990,1067,NA,"35023","Hidalgo",1.93558527858238
8141,8141,27479,1067,3,"35023","Hidalgo",1.93558527858238
8142,8142,121991,1015,1,"35013","Doña Ana",1.02222043895197
8143,8143,21,1067,NA,"35023","Hidalgo",1.93558527858238
8144,8144,2490,1015,2,"35013","Doña Ana",1.02222043895197
8145,8145,123,1015,3,"35013","Doña Ana",1.02222043895197
8146,8146,68433,1066,2,"04003","Cochise",2.27769867612115
8147,8147,56599,1066,1,"04003","Cochise",2.27769867612115
8148,8148,62479,1066,3,"04003","Cochise",2.27769867612115
8149,8149,10723,1015,NA,"35013","Doña Ana",1.02222043895197
8150,8150,161,1015,NA,"35013","Doña Ana",1.02222043895197
8151,8151,20758,1066,4,"04003","Cochise",2.27769867612115
8152,8152,3835,1066,5,"04003","Cochise",2.27769867612115
8153,8153,8593,1066,NA,"04003","Cochise",2.27769867612115
8154,8154,86,1066,NA,"04003","Cochise",2.27769867612115
8155,8155,16964,2032,2,"35029","Luna",1.20727315778569
8156,8156,82541,2032,1,"35029","Luna",1.20727315778569
8157,8157,325,2032,4,"35029","Luna",1.20727315778569
8158,8158,3926,2032,NA,"35029","Luna",1.20727315778569
8159,8159,1523,2032,3,"35029","Luna",1.20727315778569
8160,8160,6,2032,5,"35029","Luna",1.20727315778569
8161,8161,13,2032,NA,"35029","Luna",1.20727315778569
8162,8162,211,120,2,"08017","Cheyenne",1.00501398992725
8163,8163,17,1853,NA,"20109","Logan",1.00192771084337
8164,8164,5,1330,3,"20063","Gove",1.00980558621275
8165,8165,5241,693,1,"08043","Fremont",2.7787269586347
8166,8166,18031,693,2,"08043","Fremont",2.7787269586347
8167,8167,11657,693,4,"08043","Fremont",2.7787269586347
8168,8168,15148,693,3,"08043","Fremont",2.7787269586347
8169,8169,5,120,NA,"08017","Cheyenne",1.00501398992725
8170,8170,1,211,NA,"20199","Wallace",1.00009428625306
8171,8171,2600,693,5,"08043","Fremont",2.7787269586347
8172,8172,1712,693,NA,"08043","Fremont",2.7787269586347
8173,8173,48,1853,2,"20109","Logan",1.00192771084337
8174,8174,5,120,3,"08017","Cheyenne",1.00501398992725
8175,8175,7,691,5,"08015","Chaffee",1.6266925839291
8176,8176,139,693,NA,"08043","Fremont",2.7787269586347
8177,8177,1,1037,4,"08073","Lincoln",1.00470746469401
8178,8178,85075,22,1,"08109","Saguache",1.27480718562874
8179,8179,5538,22,3,"08109","Saguache",1.27480718562874
8180,8180,11841,22,2,"08109","Saguache",1.27480718562874
8181,8181,1918,22,4,"08109","Saguache",1.27480718562874
8182,8182,7787,22,NA,"08109","Saguache",1.27480718562874
8183,8183,1,120,4,"08017","Cheyenne",1.00501398992725
8184,8184,12150,369,1,"20071","Greeley",1
8185,8185,15502,369,NA,"20071","Greeley",1
8186,8186,5623,523,NA,"08101","Pueblo",1.49023597962511
8187,8187,2463,523,3,"08101","Pueblo",1.49023597962511
8188,8188,21506,523,2,"08101","Pueblo",1.49023597962511
8189,8189,2862,523,4,"08101","Pueblo",1.49023597962511
8190,8190,459,22,NA,"08109","Saguache",1.27480718562874
8191,8191,51344,523,1,"08101","Pueblo",1.49023597962511
8192,8192,449,523,NA,"08101","Pueblo",1.49023597962511
8193,8193,11965,2779,1,"20203","Wichita",1
8194,8194,13562,2779,NA,"20203","Wichita",1
8195,8195,18099,2724,NA,"08061","Kiowa",1.03621032855449
8196,8196,43117,2724,1,"08061","Kiowa",1.03621032855449
8197,8197,11002,1138,1,"20171","Scott",1.00009088430428
8198,8198,13,2724,3,"08061","Kiowa",1.03621032855449
8199,8199,14451,1138,NA,"20171","Scott",1.00009088430428
8200,8200,1575,2724,2,"08061","Kiowa",1.03621032855449
8201,8201,2,369,NA,"20071","Greeley",1
8202,8202,43,1138,NA,"20171","Scott",1.00009088430428
8203,8203,1,1138,2,"20171","Scott",1.00009088430428
8204,8204,10337,247,NA,"20101","Lane",1.00509292942655
8205,8205,15050,247,1,"20101","Lane",1.00509292942655
8206,8206,26138,692,1,"08025","Crowley",1.02433727722031
8207,8207,61,247,2,"20101","Lane",1.00509292942655
8208,8208,510,692,2,"08025","Crowley",1.02433727722031
8209,8209,1345,692,NA,"08025","Crowley",1.02433727722031
8210,8210,8,247,3,"20101","Lane",1.00509292942655
8211,8211,11552,2134,NA,"20135","Ness",1.01096599779157
8212,8212,25991,2134,1,"20135","Ness",1.01096599779157
8213,8213,40,247,NA,"20101","Lane",1.00509292942655
8214,8214,16,2134,3,"20135","Ness",1.01096599779157
